x1,x2,y1
0.9615052203265229,4.947972358855957,4.862570100873516
2.5392250962476814,2.446152822648177,6.456200910887238
5.474165748732283,0.11070375973125102,6.498392665498495
9.580801860141468,4.100334486800391,14.62423989402488
4.2908905896398615,5.024086177170483,8.947193571207057
7.993946643190355,0.24436904090138656,10.716395890683183
3.691288922192162,0.9429366252647697,4.045993572377728
5.95672590363603,2.24311473160413,6.9487810368667144
7.804797538375581,3.136625636831206,11.595648557153371
3.453396260176672,5.802263936933326,9.667917037432812
7.894033963559263,3.819035397860037,11.836794510559146
5.400237645636665,1.404641122096899,7.091409454263651
7.208774926925953,6.520654725547126,12.947042077837125
2.8465447253961185,5.759206497532786,8.755324061044307
2.8190096904741955,3.7182047881088542,5.596172351542517
4.570379046044646,0.1418046332558709,5.164154707013184
8.424309229690056,3.978986446731514,12.730806268039501
5.536933632669171,1.7126126028262667,7.362265110126868
4.840512486735365,1.5744816218962054,7.224683421821899
8.247746093608304,4.624826934506258,13.460856442658963
3.1452199928633218,0.5750289825131794,5.375133319904412
0.4039131545528729,7.633135314553695,8.286527291009714
3.6561017456948153,0.3841093669850626,4.855555560741372
8.766760290866163,1.4331436946712328,10.118110016246948
3.8419112166897973,3.4817620668889946,7.182236059504365
6.176897045930296,6.8746761464110975,12.741186381884612
3.1803219851031295,8.406592504492712,11.442984863776957
2.9840805224307942,9.400946664462282,11.844026807360368
3.9235021144324724,8.936690955384535,14.250016251489734
2.290114471483201,4.105539735417122,7.14183118155144
4.0296883754164,0.32118192205049856,4.677579057118547
9.91688453598128,0.7741625507570582,9.691967668709438
7.888945204899097,9.262395829737095,17.0609597332862
5.698792052723184,2.7003860266316213,10.421337654247411
3.829936226298173,7.567709437374025,10.558460512806205
8.3198717671861,2.319460538065549,10.89453383448007
6.422764202020584,8.036294390925388,13.498146900014161
1.8072836253658398,9.616446929063663,10.184417667578213
3.0446366331315566,4.19572547009492,8.347137509046805
8.650661695157112,6.308321880690534,14.627666155567486
8.494458054287424,7.15970802911801,16.07928741072838
7.520253960677535,2.906001201625046,11.31440263620478
9.65694386687818,9.297564630503194,17.955743033159298
9.577339824136534,7.597257829692991,16.120607239376902
2.4921461711144746,4.653642260505759,8.148800482575387
1.5480302553462355,8.589988042607303,8.495568695360097
1.7835673075729686,2.5610288432761905,3.979401009069651
8.288568848691686,0.03604954364934687,7.942788031777308
2.532159949768703,3.959029807723814,6.897591970005331
4.922506677501496,1.999835010944806,6.291792836833802
9.35844734105035,2.2507155616671537,11.690709268186747
9.016085110116853,3.6233999978965348,12.485404721508381
0.6495346645980393,1.7151810671789747,2.687547442199611
9.653439410137022,8.848084163310526,19.699534264283866
2.3915093743079985,3.3058338149906588,5.141780534912819
9.954337758569773,9.296386791614346,17.45671445242213
9.120240633271244,1.0426350615533908,11.227221043668902
1.8923749978139803,2.861499178862499,3.9964116948454986
3.4871141408490294,7.246851437244228,11.762767986293923
2.644287351038482,2.890517585717607,6.356885045673148
1.6914774906246077,7.9187385330255164,9.288709949820165
4.160155816997435,5.129120422870965,10.263672555328545
7.341740115321014,2.7468813129304426,9.461879122803133
0.32738291641911776,2.6756387617755992,3.3175419526427454
0.06777785103385003,1.1811019577254445,0.5349729329646625
9.75483134113484,9.919379330991612,19.045284605097713
4.5281855573110095,8.060107696768885,14.28865263083964
1.9682776225980625,8.15889634763651,10.720900580379848
4.165283154176103,0.19127840656978035,2.9973922969813414
3.715270479392301,6.94326971889258,10.818421410935777
6.133945290387118,7.8588165650551804,15.124127362612155
4.616529383409929,7.341636629867394,10.968965891316476
9.612650718797351,7.776167499870247,17.543523517755876
7.972406546310945,9.424662938227936,18.085398669892253
3.9965982866830254,6.782223509050601,11.877789546891034
0.3221245422626162,7.012777796729504,8.622200470301568
8.996351223792345,3.32690107875913,13.540444756459609
6.41993477198429,9.46762305287086,16.37245293852928
9.477541545747327,3.282719395740765,11.21783569825201
8.699651281194658,8.625251063465418,14.903362510428058
6.922125777175648,7.83519951442751,16.30907128455026
4.177554674493153,3.0770148868665768,7.1748735197087505
5.605395876621387,1.6357507597358512,5.0193845359878235
0.3020827836345297,9.139613589343881,10.039809225981372
9.010895044064728,0.7173922944290334,9.082328737033047
7.890144672527624,0.31608618488934703,8.919708537065352
2.8658130380963263,5.412592512853319,7.428619436447895
5.787889656282246,1.6697903619917442,8.412865312143786
3.9248394028313847,4.240332487420988,7.326790977780159
2.460175471949755,5.822630612461835,7.319122326327953
1.6152383458618513,5.024805359984303,7.888587851802026
9.9201267606953,5.8039597562176235,16.138248140569388
8.19112886499512,2.159285708921294,9.449408547248227
5.352938351743753,4.240216025839155,10.174292761665953
9.634389497550133,1.0676742801217787,10.476835920960777
8.419423934430911,1.125046103063454,9.335911979303992
7.831665184690893,7.024204559801652,16.19946482994738
8.981953786461439,9.464761077456126,19.553247789797304
2.5196769499380602,1.6220275250467486,4.79075466183978
9.823122038868377,1.6723231797076343,12.905299991250365
