x1,x2,y
4.9939557534226475,0.09371096635117704,5.522032879856997
3.015899291152765,0.8350967734616122,2.2886607536587906
2.0478114898333875,1.3283791231107278,4.756517843696109
7.605726062011722,7.4666910265857105,13.44287851935285
6.2292752012270824,8.331179055892477,14.168627611946205
9.974279540963858,0.9703429487003279,11.667443580023866
4.921305249410918,4.969121954471122,9.946900003114244
9.701197914823055,4.926457605527976,14.487255004782845
4.5229954108314905,8.752698024804237,12.767512405248917
1.8969696449640627,3.2013290258325853,3.778750880145044
7.3691176801776805,8.295504786027092,12.431632871566784
0.2269693258795047,4.620597345677365,3.939439933727911
3.575495075302413,1.685394484897147,5.683497782155208
4.917780434975727,0.06270440504518193,3.934786829420146
8.749090206540304,3.705639900139225,12.888241394485979
8.826482377948224,6.462053322417603,15.451030387764487
7.100327431558032,9.046041164231015,17.07302499573534
4.586193128836707,0.9573267956924181,6.63659826142063
6.233149491602388,7.791744057886136,12.398027897563022
9.8390958153757,9.084526461839348,19.70916136122713
5.520851108617673,8.873275956753586,15.287461791240597
2.7895590632286185,5.513451353259608,6.168618274823054
5.897912641359047,3.1613150343338137,9.88007649397606
2.2584493959620957,7.550076207370745,9.8435964693603
0.08182544453825047,0.7021223500650231,2.3646566720789286
9.124710229337515,2.4301470837680084,10.726435188240982
1.2954150474841175,3.4578759952407445,3.8484985037035777
1.689274427922146,2.027206405319819,3.379352128176996
0.8751315000416415,7.334436449276395,6.921923362249329
7.589478515275216,8.704585300992228,16.98254249392775
5.929015412990153,6.605976246634801,12.795789700701006
0.10908293356077126,5.177191409294998,5.740986170839463
2.477016723344759,9.19205620220432,12.452270812627107
0.6960189877612721,0.036218987880671794,0.436411781194768
3.5642115830709464,9.085058359687185,12.702638726710918
1.177158772046788,1.7329190569913022,1.6144086434524794
3.494219991641198,7.610163412491921,10.470406742333799
3.062792368880282,4.69517816520286,6.851300811775309
0.7407738646308959,7.9816820751410305,8.078482435293504
4.257280957677762,3.3479061104032395,8.700679331556668
1.6150367304086632,8.885169872335704,8.977787068654962
6.04746353807374,5.180843198443564,11.098472351978472
7.289065558063665,7.415887823231749,15.116280615094722
1.1244865071731835,5.489943854991678,6.2209814905096135
9.568594596072526,8.155626777647035,19.197757988117843
7.836896967122177,5.889819849552985,13.83444524367001
5.07577996824957,8.392926666546433,14.789635313347683
0.9646719147299632,3.041062140410553,6.247028225277944
6.698921866671853,8.722222192912652,17.022904089058056
2.730679030536468,6.190082879667119,7.458870063642121
9.143715078491844,8.22405750826657,17.65548201595378
5.194007274311683,0.11581135253613262,5.7742193183873916
9.177019813321273,0.7809806085939452,9.588340958978174
4.364473625712466,6.260277436468029,10.135456675541368
2.122538267982752,5.901806019931206,7.893996729215234
3.01888183374459,1.0559624371072218,6.709573342041946
1.8285501560270567,0.8360140042083242,1.2283807099194946
5.152299936737045,0.6744984907048746,6.653836033770322
6.927863813641878,7.748219656794593,14.741391121913798
1.2634196428269673,2.0848185942606525,2.8850512475092907
4.498378485096638,7.547328298780513,11.079433987306643
3.089221751630501,3.9501245542434194,5.915277541917597
8.054757151560194,2.5732735768285373,10.403077913602038
7.8942415482951525,9.235137920395022,17.83904168798943
9.513004111201758,6.529086402639067,16.17951378856525
2.2750520437444868,6.842388936246733,8.588074405603713
1.9464941099810928,1.6090525673450373,3.2865186705751612
3.273331783180533,2.7188078347014133,6.54308948419585
5.224823895608843,5.2541621221919135,9.375241601690144
5.671518275055972,9.916955379464513,15.55992104774731
4.956704041671303,4.524234377808431,9.207372354772225
8.636628018034429,6.7444470306797255,15.89020801860179
7.953739154708823,1.8991479746081708,10.159067740599214
9.15714556150033,5.844180892708383,16.86484234543674
9.357082016409668,2.1060662570933433,12.00618103956355
7.177371369629899,2.6808833045218714,9.986930832542557
1.9677339010670358,9.727569364470396,12.039634252985094
5.468126925671013,7.29124573188361,12.592066707649645
5.445132966900433,6.84341043978284,13.2123108222408
7.873240261451867,9.81399052506752,16.207378744566252
8.673455934929386,2.1853907056555713,9.765968392445721
3.350810592270869,7.602133413774346,12.863399203111417
2.736748364569409,1.1096094733172979,5.43091092663557
2.594990667364857,6.960169469175632,9.845448277579594
6.631986778537832,1.2906162945276534,7.234793768741371
0.46488421041921746,3.8759182209007124,3.3678348442346304
5.110044283587855,9.64427048609024,15.042408143208412
5.21437403284592,4.350172925823505,8.913319815322271
6.448530211684483,1.739035444473005,8.937255609194514
7.094590224170516,1.2658875236918554,8.93420286127081
9.980666603754438,8.895864142444196,18.899225185158183
1.502526649234105,8.406087873562152,11.788011651394246
7.525543594124665,2.356446500707378,10.576089505653126
2.1444402725402503,7.988167680183839,9.513770287292276
6.287524001001859,4.698762069025734,13.316810951315997
8.456726678657432,3.7419528463713823,13.267585820005444
8.610171617268552,0.9025005596164803,8.59280783725283
3.4690625437999554,8.511455611696553,13.23623302026584
8.473022505524764,9.143746323750436,17.812650353190513
1.7481016219682977,3.9689554438183796,6.380244409188354
